title,ingredients,instructions,url
Easy Norwegian Krumkake,Sugar; Nutmeg; Egg; Butter; Cardamom; Salt; Flour; Water,"▢
Whisk the egg and sugar until the mixture thickens.
▢
Melt the butter and let it cool slightly, then add the butter to the egg mixture.
▢
Mix in spices and then slowly add the flour while stirring to avoid lumps. 
▢
Let the batter rest for at least 30 minutes. This improves the texture of the krumkaker.
▢
Spoon about one heaping tablespoon of batter onto iron and bake. If the batter is too thick, add some water to it.
▢
While still hot, shape the krumkake with a wooden krumkake roller or over a cup (if using a cup, make them a bit thicker). The krumkaker harden quickly, so you can just let them sit on the roller/cup until the next krumkake is ready to be shaped. 
▢
After completely cooled, store the krumkaker in a metal or glass tin lined with paper towels at the bottom. You can also freeze them!",https://scandinaviancookbook.com/norwegian-krumkake/
Easy Falafel,Egg; Ground Coriander; Garlic; Chickpeas; Ground Cumin; Parsley; Sunflower Oil; Onion,"step 1
Heat 1 tbsp oil in a large pan, then fry the onion and garlic over a low heat for 5 mins until softened. Tip into a large mixing bowl with the chickpeas and spices, then mash together with a fork or potato masher until the chickpeas are totally broken down. Stir in the parsley or dried herbs, with seasoning to taste. Add the egg, then squish the mixture together with your hands.

step 2
Mould the mix into 6 balls, then flatten into patties. Heat the remaining oil in the pan, then fry the falafels on a medium heat for 3 mins on each side, until golden brown and firm. Serve hot or cold with couscous, pitta bread or salad.",https://www.bbcgoodfood.com/recipes/spicy-falafels
Chicken Ham and Leek Pie Style,"Free-range Egg, Beaten; Butter; Milk; Double Cream; Chicken Stock; White Wine; Plain Flour; Plain Flour; Ham; Chicken Breast; Butter; Free-range Egg, Beaten; Sea Salt; Garlic; Leek; Pepper; Cold Water","Heat the chicken stock in a lidded saucepan.
 Add the chicken breast and bring to a low simmer.
 Cover with a lid and cook for 10 minutes.
 Remove the chicken breasts from the water with tongs and place on a plate.
 Pour the cooking liquor into a large jug.

Melt 25g/1oz of the butter in a large heavy-based saucepan over a low heat.
 Stir in the leeks and fry gently for two minutes, stirring occasionally until just softened.
 Add the garlic and cook for a further minute.
 Add the remaining butter and stir in the flour as soon as the butter has melted.
 Cook for 30 seconds, stirring constantly.

Slowly pour the milk into the pan, just a little at a time, stirring well between each adding.
 Gradually add 250ml/10fl oz of the reserved stock and the wine, if using, stirring until the sauce is smooth and thickened slightly.
 Bring to a gentle simmer and cook for 3 minutes.

Season the mixture, to taste, with salt and freshly ground black pepper.
 Remove from the heat and stir in the cream.
 Pour into a large bowl and cover the surface of the sauce with cling ilm to prevent a skin forming.
 Set aside to cool.

Preheat the oven to 200C/400F/Gas 6.
 Put a baking tray in the oven to heat.

For the pastry, put the flour and butter in a food processor and blend on the pulse setting until the mixture resembles fine breadcrumbs.
 With the motor running, add the beaten egg and water and blend until the mixture forms a ball.
 Portion off 250g/10oz of pastry for the lid.

Roll the remaining pastry out on a lightly floured surface, turning the pastry frequently until around 5mm/¼in thick and 4cm/1½in larger than the pie dish.
 Lift the pastry over the rolling pin and place it gently into the pie dish.
 Press the pastry firmly up the sides, making sure there are no air bubbles.
 Leave the excess pastry overhanging the sides.

Cut the chicken breasts into 3cm/1¼in pieces.
 Stir the chicken, ham and leeks into the cooled sauce.
 Pour the chicken filling into the pie dish.
 Brush the rim of the dish with beaten egg.
 Roll out the reserved pastry for the lid.

Cover the pie with the pastry lid and press the edges together firmly to seal.
 Trim any excess pastry.

Make a small hole in the centre of the pie with the tip of a knife.
 Glaze the top of the pie with beaten egg.
 Bake on the preheated tray in the centre of the oven for 35-40 minutes or until the pie is golden-brown all over and the filling is piping hot.
",https://www.bbc.co.uk/food/recipes/creamy_chicken_ham_and_03877
Easy Chicken Mandi,Coriander; Cardamom; Bay Leaf; Oil; Water; Garlic; Basmati Rice; Cloves; Pepper; Chicken; Onion; Cinnamon; Salt; Green Chilli; Turmeric Powder,"1.
 Clean and cut the chicken; marinate briefly with salt, turmeric and a little oil.

2.
 Rinse and soak basmati rice 20–30 minutes.

3.
 In a large pot, heat ghee/oil.
 Fry chopped onion until golden.
 Add minced garlic and green chillies and fry 1–2 min.

4.
 Add whole spices (cardamom, cloves, cinnamon, bay leaves) and ground spices (coriander, cumin).
 Stir until fragrant.

5.
 Add chicken pieces, brown lightly and add enough water/chicken stock to cover.
 Simmer until chicken is nearly cooked.

6.
 Remove chicken; measure remaining liquid and add soaked rice.
 Bring to a boil, then reduce heat, cover and cook rice until almost done.

7.
 Return the chicken to the rice pot on top, cover tightly and steam on low for 10–15 min so flavors meld.

8.
 (Optional) For authentic smoky aroma: heat a small charcoal until red hot, place it on a small foil cup in the centre of the pot, add a tsp of butter/oil on the coal then cover immediately to trap smoke for 5–10 minutes.
 Remove coal.

9.
 Garnish with fried onions, chopped coriander and serve with chutney or raita.

",
Poulet Roti a l'Algerienne (Algerian Roast Chicken),Water; Cayenne Pepper; Olive Oil; Chicken; Dijon Mustard; Balsamic Vinegar; Black Pepper; Salt; Onion; Garlic,"Preheat oven to 350 degrees F (175 degrees C).

Mix water, onion, olive oil, balsamic vinegar, Dijon mustard, garlic, black pepper, cayenne pepper, and salt together in a roasting dish. Add chicken; turn until well coated with mixture.

Bake in the preheated oven until an instant-read thermometer inserted into the thickest part of the thigh, near the bone, reads 165 degrees F (74 degrees C), about 1 hour 30 minutes.",https://www.allrecipes.com/recipe/258886/poulet-roti-a-lalgerienne-algerian-roast-chicken/
Fried calamari,Vegetable Oil; Mayonnaise; Squid; Garlic; Capers; Plain Flour; Lemon,"step 1
Cut the squid into rings about ½cm thick.
 Tip the flour into a freezer bag and season well.
 Add the capers, then give everything a good shake to mix together.
 Tip the squid into the bag, then shake again until all the rings are well coated.
 Mix together the garlic and mayonnaise, then place in a serving bowl.


step 2
Pour some oil into a large pan until it comes about 7cm up the sides, but the pan is no more than a third full.
 Place over a medium heat and let the oil warm up.
 To test that the oil is ready, place a small piece of bread in the pan – it should sizzle when it touches the oil.


step 3
Remove a handful of squid from the flour and shake off any excess.
 Gently drop into the oil, then cook for about 3 mins until crisp.
 Remove with a slotted spoon and place on kitchen paper.
 Repeat with the remaining squid.
 Serve straight away with the mayonnaise and lemon wedges.
",https://www.bbcgoodfood.com/recipes/crispy-squid-capers
Anzac biscuits Recipe,Caster Sugar; Golden Syrup; Bicarbonate Of Soda; Porridge oats; Plain Flour; Butter; Desiccated Coconut,"step 1
Heat oven to 180C/fan 160C/gas 4.
 Put the oats, coconut, flour and sugar in a bowl.
 Melt the butter in a small pan and stir in the golden syrup.
 Add the bicarbonate of soda to 2 tbsp boiling water, then stir into the golden syrup and butter mixture.


step 2
Make a well in the middle of the dry ingredients and pour in the butter and golden syrup mixture.
 Stir gently to incorporate the dry ingredients.


step 3
Put dessertspoonfuls of the mixture on to buttered baking sheets, about 2.
5cm/1in apart to allow room for spreading.
 Bake in batches for 8-10 mins until golden.
 Transfer to a wire rack to cool.
",https://www.bbcgoodfood.com/recipes/anzac-biscuits
Poulet Roti a l'Algerienne (Algerian Roast Chicken),Garlic; Black Pepper; Balsamic Vinegar; Dijon Mustard; Chicken; Onion; Water; Salt; Cayenne Pepper; Olive Oil,"Preheat oven to 350 degrees F (175 degrees C).


Mix water, onion, olive oil, balsamic vinegar, Dijon mustard, garlic, black pepper, cayenne pepper, and salt together in a roasting dish.
 Add chicken; turn until well coated with mixture.


Bake in the preheated oven until an instant-read thermometer inserted into the thickest part of the thigh, near the bone, reads 165 degrees F (74 degrees C), about 1 hour 30 minutes.
",https://www.allrecipes.com/recipe/258886/poulet-roti-a-lalgerienne-algerian-roast-chicken/
Chorizo & tomato salad Recipe,Extra Virgin Olive Oil; Sherry vinegar; Chorizo; Beef tomatoes; Thyme; Red Onions,"step 1
Put the tomatoes in a bowl with the onion and thyme. Season, then drizzle with the vinegar and oil. Let the flavours mingle while you cook the chorizo.

step 2
In a hot, dry pan, fry the chorizo slices until browned on both sides. Serve the tomatoes with the fried chorizo, drizzled with a little oil from the pan.",https://www.bbcgoodfood.com/recipes/chorizo-tomato-salad
Easy Tuna and Egg Briks,Spring Onions; Spinach; Hotsauce; Filo Pastry; Tuna; Lemon Juice; Apricot Jam; Eggs; Tomatoes; Cucumber; Olive Oil,"Heat 2 tsp of the oil in a large saucepan and cook the spring onions over a low heat for 3 minutes or until beginning to soften.
 Add the spinach, cover with a tight-fitting lid and cook for a further 2–3 minutes or until tender and wilted, stirring once or twice.
 Tip the mixture into a sieve or colander and leave to drain and cool.

Using a saucer as a guide, cut out 24 rounds about 12.
5 cm (5 in) in diameter from the filo pastry, cutting 6 rounds from each sheet.
 Stack the filo rounds in a pile, then cover with cling film to prevent them from drying out.

When the spinach mixture is cool, squeeze out as much excess liquid as possible, then transfer to a bowl.
 Add the tuna, eggs, hot pepper sauce, and salt and pepper to taste.
 Mix well.

Preheat the oven to 200°C (400°F, gas mark 6).
 Take one filo round and very lightly brush with some of the remaining oil.
 Top with a second round and brush with a little oil, then place a third round on top and brush with oil.

Place a heaped tbsp of the filling in the middle of the round, then fold the pastry over to make a half-moon shape.
 Fold in the edges, twisting them to seal, and place on a non-stick baking sheet.
 Repeat with the remaining pastry and filling to make 8 briks in all.

Lightly brush the briks with the remaining oil.
 Bake for 12–15 minutes or until the pastry is crisp and golden brown.

Meanwhile, combine the tomatoes and cucumber in a bowl and sprinkle with the lemon juice and seasoning to taste.
 Serve the briks hot with this salad and the chutney.
",http://allrecipes.co.uk/recipe/3096/tunisian-tuna-and-egg-briks.aspx
Salt cod tortilla Homemade,Garlic; Onion; Egg; Jersey Royal Potatoes; Olive Oil; Salt Cod; Parsley,"step 1
Heat half the oil in a frying pan, and sauté the onion over a medium heat until soft and pale gold – this will take about 8 mins. Remove from the pan, set aside, and add the potatoes to the pan. Cook until they are tender but not falling apart, carefully turning every so often. Cover the pan some of the time to help the slices cook through. Add the onions back to the pan along with the garlic and cook for another 4 mins. Tip into a bowl with the eggs, parsley and some seasoning and mix together. Leave to sit for half an hour.

step 2
Meanwhile, put the cod in a saucepan and cover with water. Bring up to a simmer. Remove from the heat, cover and leave for 10 mins. Drain, leave to cool and remove the skin and any bones. Break into large flakes and add to the potato and egg mixture.

step 3
Heat the rest of the oil in a non-stick frying pan. Pour in the tortilla mix and cook over a medium-low heat until it is just set and coming away from the sides of the pan. You might need to cover it to help the centre set. Be careful not to overcook it. Put a spatula underneath the tortilla every so often to make sure it isn’t sticking. Slide the tortilla onto a plate, then put the pan on top and flip the tortilla into it, uncooked side-down. Cook over a low heat until golden, or grill until just set. Leave to cool a little before serving.",https://www.bbcgoodfood.com/recipes/salt-cod-tortilla
Pumpkin Pie Style,Shortcrust Pastry; Milk; Icing Sugar; Caster Sugar; Nutmeg; Salt; Eggs; Pumpkin; Plain Flour; Cinnamon; Butter,"Place the pumpkin in a large saucepan, cover with water and bring to the boil.
 Cover with a lid and simmer for 15 mins or until tender.
 Drain pumpkin; let cool.

Heat oven to 180C/160C fan/gas 4.
 Roll out the pastry on a lightly floured surface and use it to line a 22cm loose-bottomed tart tin.
 Chill for 15 mins.
 Line the pastry with baking parchment and baking beans, then bake for 15 mins.
 Remove the beans and paper, and cook for a further 10 mins until the base is pale golden and biscuity.
 Remove from the oven and allow to cool slightly.

Increase oven to 220C/200C fan/gas 7.
 Push the cooled pumpkin through a sieve into a large bowl.
 In a separate bowl, combine the sugar, salt, nutmeg and half the cinnamon.
 Mix in the beaten eggs, melted butter and milk, then add to the pumpkin purée and stir to combine.
 Pour into the tart shell and cook for 10 mins, then reduce the temperature to 180C/160C fan/gas 4.
 Continue to bake for 35-40 mins until the filling has just set.

Leave to cool, then remove the pie from the tin.
 Mix the remaining cinnamon with the icing sugar and dust over the pie.
 Serve chilled.
",https://www.bbcgoodfood.com/recipes/1742633/pumpkin-pie
Tortang Talong Homemade,Eggs; Salt; Olive Oil; Egg Plants,"0.
	Grill the eggplant until the color of skin turns almost black
1.
	Let the eggplant cool for a while then peel off the skin.
 Set aside.

2.
	Crack the eggs and place in a bowl
3.
	Add salt and beat
4.
	Place the eggplant on a flat surface and flatten using a fork.

5.
	Dip the flattened eggplant in the beaten egg mixture
6.
	Heat the pan and pour the cooking oil
7.
	Fry the eggplant (that was dipped in the beaten mixture).
 Make sure that both sides are cooked.
 Frying time will take you about 3 to 4 minutes per side on medium heat.
 
",https://www.sainsburysmagazine.co.uk/recipes/mains/tortang-talong
Chick-Fil-A Sandwich Homemade,Black Pepper; Milk; Paprika; Cayenne Pepper; Garlic Powder; Olive Oil; Sesame Seed Burger Buns; Icing Sugar; Chicken Breast; Egg; Celery Salt; Flour; Salt; Pickle Juice,"Wrap the chicken loosely between plastic wrap and pound gently with the flat side of a meat tenderizer until about 1/2 inch thick all around.
Cut into two pieces, as even as possible.
Marinate in the pickle juice for 30 minutes to one hour (add a teaspoon of Tabasco sauce now for a spicy sandwich).
Beat the egg with the milk in a bowl.
Combine the flour, sugar, and spices in another bowl.
Dip the chicken pieces each into the egg on both sides, then coat in flour on both sides.
Heat the oil in a skillet (1/2 inch deep) to about 345-350.
Fry each cutlet for 2 minutes on each side, or until golden and cooked through.
Blot on paper and serve on toasted buns with pickle slices.",https://hilahcooking.com/chick-fil-a-copycat/
Kumpir Homemade,Red Pepper; Potatoes; Red Chilli Flakes; Butter; Cheese; Onion,"If you order kumpir in Turkey, the standard filling is first, lots of butter mashed into the potato, followed by cheese.
 There’s then a row of other toppings that you can just point at to your heart’s content – sweetcorn, olives, salami, coleslaw, Russian salad, allsorts – and you walk away with an over-stuffed potato because you got ever-excited by the choices on offer.


Grate (roughly – you can use as much as you like) 150g of cheese.

Finely chop one onion and one sweet red pepper.

Put these ingredients into a large bowl with a good sprinkling of salt and pepper, chilli flakes (optional).
",http://www.turkeysforlife.com/2013/10/firinda-kumpir-turkish-street-food.html
Padron peppers Style,Padron peppers; Olive Oil,"step 1
Heat the olive oil in a large frying pan over a high heat, or if using an air-fryer, heat to 205C for 3 mins.
 Fry the peppers, stirring frequently, for 5 mins until blistered and wilted.
 The peppers should be soft and slightly charred.


step 2
Transfer the peppers to a serving plate and season with some sea salt.
 Serve with dips or as part of a tapas spread, if you like.
",https://www.bbcgoodfood.com/recipes/padron-peppers
Easy Coddled pork with cider,Bay Leaf; Bacon; Swede; Cabbage; Chicken Stock; Potatoes; Carrots; Cider; Butter; Pork Chops,"STEP 1
Heat the butter in a casserole dish until sizzling, then fry the pork for 2-3 mins on each side until browned.
 Remove from the pan.


STEP 2
Tip the bacon, carrot, potatoes and swede into the pan, then gently fry until slightly coloured.
 Stir in the cabbage, sit the chops back on top, add the bay leaf, then pour over the cider and stock.
 Cover the pan, then leave everything to gently simmer for 20 mins until the pork is cooked through and the vegetables are tender.


STEP 3
Serve at the table spooned straight from the dish.
",https://www.bbcgoodfood.com/recipes/irish-coddled-pork-cider
Easy Jamaican Banana Fritters,Vanilla Extract; All purpose flour; Salt; Cinnamon; Nutmeg; Brown Sugar; Banana; Oil,"Mash bananas with fork in bowl.

Add brown sugar, vanilla, extract, cinnamon, nutmeg and a pinch of salt.
 Sift in flour and stir with spoon until fully combined.

Add oil to a 10 inch skillet over medium-high heat.
 Once oil is hot, drop banana fritter batter in oil by the spoonful.
 Once one side is golden and bubbles appear on the top, flip fritter and cook until the other side is browned as well.

Remove fritters and drain on paper towels.
 Enjoy",https://www.myforkinglife.com/banana-fritters/#recipe
Bakewell tart Recipe,"free-range egg, beaten; plain flour; cold water; caster sugar; raspberry jam; almond extract; ground almonds; butter; chilled butter; flaked almonds","To make the pastry, measure the flour into a bowl and rub in the butter with your fingertips until the mixture resembles fine breadcrumbs. Add the water, mixing to form a soft dough.
Roll out the dough on a lightly floured work surface and use to line a 20cm/8in flan tin. Leave in the fridge to chill for 30 minutes.
Preheat the oven to 200C/400F/Gas 6 (180C fan).
Line the pastry case with foil and fill with baking beans. Bake blind for about 15 minutes, then remove the beans and foil and cook for a further five minutes to dry out the base.
For the filing, spread the base of the flan generously with raspberry jam.
Melt the butter in a pan, take off the heat and then stir in the sugar. Add ground almonds, egg and almond extract. Pour into the flan tin and sprinkle over the flaked almonds.
Bake for about 35 minutes. If the almonds seem to be browning too quickly, cover the tart loosely with foil to prevent them burning.",
Jamaican Spice Bun Recipe Homemade,Honey; Unsalted Butter; Ground Cinnamon; Caramelized Sugar Sauce; Baking Powder; Dried cranberries; Molasses; Milk; Egg; Brown Sugar; Raisins; Beer; Salt; Vanilla Extract; All purpose flour; Dried Cherries,"Soak the craisins, raisins, and cherries in the 1 cup of beer.
 Set aside and allow to soak for 30 minutes.

Preheat the oven to 325 degrees Fahrenheit.
 Grease an 8x4 loaf pan.
 Set aside.

Combine all-purpose flour, baking powder, ground cinnamon, salt, in a large bowl and set aside.

In another bowl, combine brown sugar, egg, milk, honey, melted butter, molasses, browning, vanilla extract, and the beer that’s soaking the fruit.
 Do not pour the fruit in at this time, just the beer.
 Mix to combine.

Remove 2 tablespoon of flour from the flour mixture and toss the fruit in it.
 Set aside.

Make a well in the middle of the bowl of dry ingredients and pour in wet mixture, stirring until fully combined.
 And the fruits to the mixture and stir until incpororated.

Pour mixture into prepared loaf pan and bake in the preheated oven for 50-60 minutes or until a toothpick comes out clean.

Cool for 5 minutes in the pan and then move to a cooling rack to finish cooling.
 Serve with slices of cheddar cheese.
",https://www.myforkinglife.com/easter-spice-bread-jamaican-style/#recipe
Braised Beef Chilli,Cumin; Bay Leaves; Olive oil; Onions; Balsamic Vinegar; Cinnamon stick; Tomato Ketchup; Dark Brown Sugar; Allspice; Chorizo; Garlic; Cloves; Beef; Borlotti Beans; Oregano; Plum Tomatoes; Ancho Chillies,"Preheat the oven to 120C/225F/gas mark 1.


Take the meat out of the fridge to de-chill.
 Pulse the onions and garlic in a food processor until finely chopped.
 Heat 2 tbsp olive oil in a large casserole and sear the meat on all sides until golden.


Set to one side and add another small slug of oil to brown the chorizo.
 Remove and add the onion and garlic, spices, herbs and chillies then cook until soft in the chorizo oil.
 Season with salt and pepper and add the vinegar, tomatoes, ketchup and sugar.


Put all the meat back into the pot with 400ml water (or red wine if you prefer), bring up to a simmer and cook, covered, in the low oven.


After 2 hours, check the meat and add the beans.
 Cook for a further hour and just before serving, pull the meat apart with a pair of forks.
",http://www.telegraph.co.uk/food-and-drink/recipes/braised-beef-chilli-con-carne/
Tom kha gai,Fish Sauce; Coconut Milk; Birds-eye Chillies; Chicken Thighs; Lemongrass Stalks; Oyster Mushrooms; Caster Sugar; Chicken Stock; Rice; Lime Leaves; Coriander Leaves; Galangal Paste; Lime,"step 1
Pour the chicken stock and coconut milk into a large saucepan set over a medium heat. Tip in the galangal, lemongrass and lime leaves, and bring to a gentle simmer, around 6-8 mins. Keeping at a gentle simmer, add the chicken. Cook for 8-10 mins until tender and cooked through.

step 2
Stir in the mushrooms and chillies, and simmer for a further 3-5 mins until everything is cooked through. Sprinkle in the sugar and 3 tbsp each of the fish sauce and lime juice. Taste and add the remaining if required.

step 3
Remove the galangal, lemongrass and lime leaves before serving using a slotted spoon. Ladle into bowls and serve with coriander leaves sprinkled over and steamed rice on the side. Will keep chilled for up to three days. Leave to cool first.",https://www.bbcgoodfood.com/recipes/tom-kha-gai
Easy Ratatouille,Onion; Olive Oil; Basil; Tomato; Courgettes; Aubergine; Garlic Clove; Red Wine Vinegar; Yellow Pepper; Sugar,"Cut the aubergines in half lengthways. Place them on the board, cut side down, slice in half lengthways again and then across into 1.5cm chunks. Cut off the courgettes ends, then across into 1.5cm slices. Peel the peppers from stalk to bottom. Hold upright, cut around the stalk, then cut into 3 pieces. Cut away any membrane, then chop into bite-size chunks.
Score a small cross on the base of each tomato, then put them into a heatproof bowl. Pour boiling water over the tomatoes, leave for 20 secs, then remove. Pour the water away, replace the tomatoes and cover with cold water. Leave to cool, then peel the skin away. Quarter the tomatoes, scrape away the seeds with a spoon, then roughly chop the flesh.
Set a sauté pan over medium heat and when hot, pour in 2 tbsp olive oil. Brown the aubergines for 5 mins on each side until the pieces are soft. Set them aside and fry the courgettes in another tbsp oil for 5 mins, until golden on both sides. Repeat with the peppers. Don’t overcook the vegetables at this stage, as they have some more cooking left in the next step.
Tear up the basil leaves and set aside. Cook the onion in the pan for 5 mins. Add the garlic and fry for a further min. Stir in the vinegar and sugar, then tip in the tomatoes and half the basil. Return the vegetables to the pan with some salt and pepper and cook for 5 mins. Serve with basil.",https://www.bbcgoodfood.com/recipes/2903/ratatouille
Arroz al horno (baked rice) Style,Red Pepper; Chilli Flakes; Lemon Juice; Chicken Stock; Paella Rice; Bacon lardon; Dried white beans; Paprika; Pork belly slices; Garlic Clove; Thyme; Extra Virgin Olive Oil; Plum Tomatoes; Onion; Black Pudding,"step 1
Heat oven to 200C/180C/gas 6.
 Heat half the oil in a deep frying or sauté pan (or shallow casserole dish) measuring around 30cm in diameter.
 Over a high heat, colour the pork belly slices on each side in several batches, then transfer to a bowl.
 Add the remaining oil to the pan and lower the heat to medium, then add the black pudding and bacon and fry all over for several mins.
 Remove with a slotted spoon.
 Fry the onion and peppers for around 10 mins until soft and pale gold, then add the tomato and cook until soft.
 Add the garlic, smoked paprika and chilli flakes and cook for another 2 mins, then put the pork, black pudding and bacon back in the pan.
 Add the beans, stock and whichever herb you're using, and bring everything to the boil.


step 2
Sprinkle the rice around the pork belly, pushing it underneath the stock.
 Let the stock come to the boil again, season well, then transfer to the oven (leave it uncovered).
 Cook for 20 mins without stirring, then check to see how the rice is doing.
 The rice should be tender and the stock absorbed.
 If it’s not ready, put back in the oven for another 5 mins, then check again.
 Taste for seasoning.


step 3
Squeeze lemon juice over the top and drizzle over some extra virgin olive oil just before serving, if you like.
",https://www.bbcgoodfood.com/recipes/arroz-al-horno-baked-rice
Steak Diane Style,Beef Stock; Pepper; Salt; Mushrooms; Parsley; Beef Fillet; Dijon Mustard; Tabasco Sauce; Garlic; Brandy; Heavy Cream; Chives; Canola Oil; Butter; Challots; Worcestershire Sauce,"Heat oil in a 12"" skillet over medium-high heat. Season steaks with salt and pepper, and add to skillet; cook, turning once, until browned on both sides and cooked to desired doneness, about 4 to 5 minutes for medium-rare. Transfer steaks to a plate, and set aside.
Return skillet to high heat, and add stock; cook until reduced until to 1⁄2 cup, about 10 minutes. Pour into a bowl, and set aside. Return skillet to heat, and add butter; add garlic and shallots, and cook, stirring, until soft, about 2 minutes. Add mushrooms, and cook, stirring, until they release any liquid and it evaporates and mushrooms begin to brown, about 2 minutes. Add cognac, and light with a match to flambée; cook until flame dies down. Stir in reserved stock, cream, Dijon, Worcestershire, and hot sauce, and then return steaks to skillet; cook, turning in sauce, until warmed through and sauce is thickened, about 4 minutes. Transfer steak to serving plates and stir parsley and chives into sauce; pour sauce over steaks to serve.",https://www.saveur.com/article/Recipes/Classic-Steak-Diane
Easy White chocolate creme brulee,Double Cream; White Chocolate Chips; Egg Yolks; Vanilla; Caster Sugar; Caster Sugar,"Heat the cream, chocolate and vanilla pod in a pan until the chocolate has melted. Take off the heat and allow to infuse for 10 mins, scraping the pod seeds into the cream. If using the vanilla extract, add straight away. Heat oven to 160C/fan 140C/gas 3.
Beat yolks and sugar until pale. stir in the chocolate cream. Strain into a jug and pour into ramekins. Place in a deep roasting tray and pour boiling water halfway up the sides. Bake for 15-20 mins until just set with a wobbly centre. Chill in the fridge for at least 4 hrs.
To serve, sprinkle some sugar on top of the brûlées and caramelise with a blowtorch or briefly under a hot grill. Leave caramel to harden, then serve.",https://www.bbcgoodfood.com/recipes/2540/white-chocolate-crme-brle
Fiskesuppe (Creamy Norwegian Fish Soup) Homemade,Garlic; Butter; Chives; Leek; Creme Fraiche; Shrimp; Carrots; Milk; Fish Stock; Potatoes; Fish fillet; Flour,"▢
Cut the fish fillets in cubes or strips. Crush or chop the garlic. Rinse the vegetables and cut into thin strips.
▢
Heat the butter in a pot and add the garlic. Once the garlic starts to turn golden add the flour, whisking well.
▢
Add the fish stock and continue to whisk until there are no lumps.
▢
Add the vegetables and milk and bring to a boil. Cook for about 10 minutes.
▢
Add the crème fraîche (or sour cream). Bring the soup back to a simmer and once the soup begins to bubble again turn off the heat. Keep the soup on the burner and add the fish. Let the fish cook in the hot soup for 5 minutes. If using shrimp, add right before serving.
▢
Sprinkle with chives (or dill or parsley) before serving.",https://scandinaviancookbook.com/fiskesuppe-creamy-norwegian-fish-soup/
Spotted Dick Homemade,Orange; Custard; Milk; Currants; Salt; Lemon; Suet; Self-raising Flour; Caster Sugar,"Put the flour and salt in a bowl.
 Add the suet, currants, sugar, lemon and orange zest.

Pour in 150ml milk and mix to a firm but moist dough, adding the extra milk if necessary.

Shape into a fat roll about 20cm long.
 Place on a large rectangle of baking parchment.
 Wrap loosely to allow for the pudding to rise and tie the ends with string like a Christmas cracker.

Place a steamer over a large pan of boiling water, add the pudding to the steamer, cover and steam for 1 1/2 hours.
 Top up the pan with water from time to time.

Remove from the steamer and allow to cool slightly before unwrapping.
 Serve sliced with custard.
",https://www.bbcgoodfood.com/recipes/2686661/spotted-dick
Easy Hummus,Chickpeas; Tahini Paste; Garlic Clove; Lemon; Greek Yogurt,"step 1
Drain the chickpeas into a sieve set over a bowl or jug to catch the liquid.
 Tip the chickpeas, tahini, garlic and yogurt into a food processor or blender and whizz to smooth.


step 2
Whizz in a tbsp of the chickpea liquid at a time until you have a nice consistency, then scrape into a bowl.


step 3
Stir in a squeeze of lemon juice and season to taste.
",https://www.bbcgoodfood.com/recipes/easy-hummus-recipe
Ful Medames Recipe,Broad Beans; Cumin; Garlic Clove; Lemons; Olive Oil; Parsley,"As the cooking time varies depending on the quality and age of the beans, it is good to cook them in advance and to reheat them when you are ready to serve. Cook the drained beans in a fresh portion of unsalted water in a large saucepan with the lid on until tender, adding water to keep them covered, and salt when the beans have softened. They take 2–2 1/2 hours of gentle simmering. When the beans are soft, let the liquid reduce. It is usual to take out a ladle or two of the beans and to mash them with some of the cooking liquid, then stir this back into the beans. This is to thicken the sauce.
Serve the beans in soup bowls sprinkled with chopped parsley and accompanied by Arab bread.
Pass round the dressing ingredients for everyone to help themselves: a bottle of extra-virgin olive oil, the quartered lemons, salt and pepper, a little saucer with the crushed garlic, one with chili-pepper flakes, and one with ground cumin.
The beans are eaten gently crushed with the fork, so that they absorb the dressing.
Optional Garnishes
Peel hard-boiled eggs—1 per person—to cut up in the bowl with the beans.
Top the beans with a chopped cucumber-and-tomato salad and thinly sliced mild onions or scallions. Otherwise, pass round a good bunch of scallions and quartered tomatoes and cucumbers cut into sticks.
Serve with tahina cream sauce (page 65) or salad (page 67), with pickles and sliced onions soaked in vinegar for 30 minutes.
Another way of serving ful medames is smothered in a garlicky tomato sauce (see page 464).
In Syria and Lebanon, they eat ful medames with yogurt or feta cheese, olives, and small cucumbers.
Variations
A traditional way of thickening the sauce is to throw a handful of red lentils (1/4 cup) into the water at the start of the cooking.
In Iraq, large brown beans are used instead of the small Egyptian ones, in a dish called badkila, which is also sold for breakfast in the street.",https://www.epicurious.com/recipes/food/views/ful-medames-352993
Jamaican Festival (Sweet Dumpling) Style,Milk; Baking Powder; Sugar; Cornmeal; Salt; Vanilla Extract; All purpose flour; Oil,"Heat a heavy bottom pot of oil that has at least 3 inches of oil in it or use a deep fryer if you have one. Turn the heat over medium heat until the temperature reaches 350 degrees Fahrenheit.
Add the all-purpose flour, cornmeal, granulated sugar, baking powder, and salt to a large bowl and stir to combine.
Add the vanilla extract and milk and stir until the dough comes together. Then use your hands to lightly form the mixture into a ball.
Pinch off pieces of dough and roll them into long oval shapes. Make about 12 dumplings.
Once the oil has reached the temperature of 350 degrees Fahrenheit, fry the dough on all sides, until golden brown. This should take about 4-6 minutes.
Remove dough and drain off any excess grease. Serve and enjoy.",https://www.myforkinglife.com/jamaican-festival-recipe/#recipe
